@relation 'North Shore Oahu'

@attribute buoyHeight numeric
@attribute buoyPeriod numeric
@attribute buoyDirection numeric
@attribute ww3Height numeric
@attribute ww3Period numeric
@attribute ww3Direction numeric
@attribute visualObservation numeric

@data
1.88,13.33,297,2.84,13.38,300.779999,8
1.9,12.5,307,2.84,13.38,300.779999,8
1.85,13.33,312,2.84,13.38,300.779999,8
1.95,13.33,311,2.84,13.38,300.779999,8
1.93,11.11,338,2.84,13.38,300.779999,8
1.99,13.33,305,2.84,13.38,300.779999,8
2.08,13.33,317,2.84,13.38,300.779999,8
2.08,13.33,310,2.84,13.38,300.779999,8
2.01,12.5,308,2.84,13.38,300.779999,8
2.2,13.33,317,2.84,13.38,300.779999,8
2.15,14.29,293,2.84,13.38,300.779999,8
1.97,12.5,319,2.84,13.38,300.779999,8
2.15,13.33,321,2.84,13.38,300.779999,8
2.21,12.5,332,3.89,14.15,298.220001,6
2.26,12.5,317,3.89,14.15,298.220001,6
2.33,11.76,339,3.89,14.15,298.220001,6
2.4,12.5,304,3.89,14.15,298.220001,6
2.41,13.33,312,3.89,14.15,298.220001,6
2.43,11.76,339,3.89,14.15,298.220001,6
2.72,12.5,314,3.89,14.15,298.220001,6
2.67,12.5,322,3.89,14.15,298.220001,6
2.72,13.33,300,3.89,14.15,298.220001,6
2.49,10.53,41,3.89,14.15,298.220001,6
2.59,12.5,304,3.89,14.15,298.220001,6
2.58,12.5,304,3.89,14.15,298.220001,6
2.86,11.11,9,3.89,14.15,298.220001,6
2.7,10.53,21,3.89,14.15,298.220001,6
3.27,10.53,35,3.89,14.15,298.220001,6
2.93,10.53,25,3.89,14.15,298.220001,6
3.17,10.53,33,3.89,14.15,298.220001,6
3,8.33,38,3.89,14.15,298.220001,6
3.17,11.76,328,3.89,14.15,298.220001,6
3.03,10.53,30,3.89,14.15,298.220001,6
2.92,11.76,359,3.89,14.15,298.220001,6
3.03,11.11,17,3.89,14.15,298.220001,6
2.98,11.11,16,3.89,14.15,298.220001,6
2.96,10.53,44,3.89,14.15,298.220001,6
3,10.53,35,3.89,14.15,298.220001,6
3,11.11,25,3.89,14.15,298.220001,6
2.99,9.88,42,3.89,14.15,298.220001,6
3.07,10.53,31,3.89,14.15,298.220001,6
2.96,10.53,25,4.56,9.44,68.32,6
3.05,9.88,35,4.56,9.44,68.32,6
2.87,9.09,41,4.56,9.44,68.32,6
2.75,11.11,2,4.56,9.44,68.32,6
2.99,9.88,33,4.56,9.44,68.32,6
2.98,9.09,35,4.56,9.44,68.32,6
3.02,9.09,31,4.56,9.44,68.32,6
2.92,10.53,21,4.56,9.44,68.32,6
2.86,11.76,322,4.56,9.44,68.32,6
3.14,11.11,4,4.56,9.44,68.32,6
3.35,10.53,16,4.56,9.44,68.32,6
3.17,9.09,31,4.56,9.44,68.32,6
3.24,11.11,33,4.56,9.44,68.32,6
3.15,12.5,355,4.56,9.44,68.32,6
3.18,11.76,35,4.56,9.44,68.32,6
3.57,11.11,42,4.56,9.44,68.32,6
3.38,11.11,37,4.56,9.44,68.32,6
3.33,11.76,24,4.56,9.44,68.32,6
3.28,10.53,38,4.56,9.44,68.32,6
3.23,11.76,44,4.56,9.44,68.32,6
3.44,12.5,31,4.56,9.44,68.32,6
